indeks_katalogowy,ilosc_wiko,nazwa_produktu,cena_FV_brutto,cena_detal,ostatnia_aktualizacja
6830/2A,175,6830/2A OBRAZEK PAMIĄTKA I KOMUNII ŚW.    6x14 CM,38.87,101.06,2026-02-03 01:37:54
6830/2ACOL,138,6830/2ACOL OBRAZEK PAMIĄTKA I KOMUNII     ŚW. 6x14 CM,41.82,108.73,2026-02-03 01:37:54
6830/2O,172,6830/2O OBRAZEK PAMIĄTKA I KOMUNII ŚW.    6x14 CM,38.87,101.06,2026-02-03 01:37:54
6830/2OCOL,137,6830/2OCOL OBRAZEK PAMIĄTKA I KOMUNII     ŚW. 6x14 CM,41.82,108.73,2026-02-03 01:37:54
6830/2XA,93,6830/2XA OBRAZEK PAMIĄTKA I KOMUNII ŚW.   7x16 CM,46.25,120.25,2026-02-03 01:37:54
6830/2XACOL,72,6830/2XACOL OBRAZEK PAMIĄTKA I KOMUNII    ŚW. 7x16 CM,49.20,127.92,2026-02-03 01:37:54
6830/2XO,95,6830/2XO OBRAZEK PAMIĄTKA I KOMUNII ŚW.   7x16 CM,46.25,120.25,2026-02-03 01:37:54
6830/2XOCOL,70,6830/2XOCOL OBRAZEK PAMIĄTKA I KOMUNII    ŚW. 7x16 CM,49.20,127.92,2026-02-03 01:37:54
6830/3A,108,"6830/3A OBRAZEK PAMIĄTKA I KOMUNII ŚW.    8,5x19,5 CM",59.53,142.87,2026-02-03 01:37:54
6830/3ACOL,53,"6830/3ACOL OBRAZEK PAMIĄTKA I KOMUNII     ŚW. 8,5x19,5 CM",63.96,153.50,2026-02-03 01:37:54
6830/3O,102,"6830/3O OBRAZEK PAMIĄTKA I KOMUNII ŚW.    8,5x19,5 CM",59.53,142.87,2026-02-03 01:37:54
6830/3OCOL,54,"6830/3OCOL OBRAZEK PAMIĄTKA I KOMUNII     ŚW. 8,5x19,5 CM",63.96,153.50,2026-02-03 01:37:54
6830ALB/2A,71,6830ALB/2A ALBUM PAMIĄTKA I KOMUNII ŚW.   20x25 CM,91.64,219.94,2026-02-03 01:37:54
6830ALB/2O,68,6830ALB/2O ALBUM PAMIĄTKA I KOMUNII ŚW.   20x25 CM,91.64,219.94,2026-02-03 01:37:54
6832/2,13,6832/2 OBRAZEK ANIOŁEK 8x8 CM,75.95,182.28,2026-02-03 01:37:54
6832/2COL,80,6832/2COL OBRAZEK ANIOŁEK 8x8 CM,80.63,193.51,2026-02-03 01:37:54
6832/2X,0,6832/2X OBRAZEK ANIOŁEK 12x12 CM,123.86,272.49,2026-02-03 01:37:54
6832/2XCOL,36,6832/2XCOL OBRAZEK ANIOŁEK 12x12 CM,132.04,290.49,2026-02-03 01:37:54
6832/3X,15,6832/3X OBRAZEK ANIOŁEK 18x18 CM,231.36,462.72,2026-02-03 01:37:54
6832/3XCOL,42,6832/3XCOL OBRAZEK ANIOŁEK 18x18 CM,247.72,495.44,2026-02-03 01:37:54
6833/1,53,6833/1 OBRAZEK PAMIĄTKA I KOMUNII ŚW.     6x7 CM,60.76,145.82,2026-02-03 01:37:54
6833/1COL,70,6833/1COL OBRAZEK PAMIĄTKA I KOMUNII ŚW.  6x7 CM,64.27,154.25,2026-02-03 01:37:54
6833/2,91,6833/2 OBRAZEK PAMIĄTKA I KOMUNII ŚW.     9x11 CM,87.64,210.34,2026-02-03 01:37:54
6833/2COL,52,6833/2COL OBRAZEK PAMIĄTKA I KOMUNII ŚW.  9x11 CM,93.48,224.35,2026-02-03 01:37:54
6833/2X,41,6833/2X OBRAZEK PAMIĄTKA I KOMUNII ŚW.    12x14 CM,120.36,264.79,2026-02-03 01:37:54
6833/2XCOL,66,6833/2XCOL OBRAZEK PAMIĄTKA I KOMUNII     ŚW. 12x14 CM,129.70,285.34,2026-02-03 01:37:54
6835/1,51,6835/1 OBRAZEK ANIOŁEK 10x6 CM,74.78,179.47,2026-02-03 01:37:54
6835/1COL,42,6835/1COL OBRAZEK ANIOŁEK 10x6 CM,79.46,190.70,2026-02-03 01:37:54
6835/2,18,6835/2 OBRAZEK ANIOŁEK 15x9 CM,115.68,254.50,2026-02-03 01:37:54
6835/2COL,63,6835/2COL OBRAZEK ANIOŁEK 15x9 CM,123.86,272.49,2026-02-03 01:37:54
6838RAM/3XL,178,6838RAM/3XL RAMKA PAMIĄTKA I KOMUNII ŚW.  10x15 CM,49.20,127.92,2026-02-03 01:37:54
6838RAM/3XLCOL,54,6838RAM/3XLCOL RAMKA PAMIĄTKA I KOMUNII   ŚW. 10x15 CM,55.35,132.84,2026-02-03 01:37:54
6838RAM/4L,132,6838RAM/4L RAMKA PAMIĄTKA I KOMUNII ŚW.   13x18 CM,61.50,147.60,2026-02-03 01:37:54
6838RAM/4LCOL,48,6838RAM/4LCOL RAMKA PAMIĄTKA I KOMUNII    ŚW. 13x18 CM,67.65,162.36,2026-02-03 01:37:54
6839RAM/3XL,56,6839RAM/3XL RAMKA PAMIĄTKA I KOMUNII ŚW.  10x15 CM,49.20,127.92,2026-02-03 01:37:54
6839RAM/3XLCOL,38,6839RAM/3XLCOL RAMKA PAMIĄTKA I KOMUNII   ŚW. 10x15 CM,55.35,132.84,2026-02-03 01:37:54
6839RAM/4L,56,6839RAM/4L RAMKA PAMIĄTKA I KOMUNII ŚW.   13x18 CM,61.50,147.60,2026-02-03 01:37:54
6839RAM/4LCOL,58,6839RAM/4LCOL RAMKA PAMIĄTKA I KOMUNII    ŚW. 13x18 CM,67.65,162.36,2026-02-03 01:37:54
6841/1,34,6841/1 OBRAZEK PAMIĄTKA I KOMUNII ŚW.     6x10 CM,74.78,179.47,2026-02-03 01:37:54
6841/1COL,57,6841/1COL OBRAZEK PAMIĄTKA I KOMUNII ŚW.  6x10 CM,79.46,190.70,2026-02-03 01:37:54
6841/2,42,6841/2 OBRAZEK PAMIĄTKA I KOMUNII ŚW.     9x15 CM,115.68,254.50,2026-02-03 01:37:54
6841/2COL,50,6841/2COL OBRAZEK PAMIĄTKA I KOMUNII ŚW.  9x15 CM,123.86,272.49,2026-02-03 01:37:54
6841ALB/2,61,6841ALB/2 ALBUM PAMIĄTKA I KOMUNII ŚW.    20x25 CM,174.11,348.22,2026-02-03 01:37:54
6842/2,41,6842/2 OBRAZEK ANIOŁEK 6x9 CM,74.78,179.47,2026-02-03 01:37:54
6842/2X,23,6842/2X OBRAZEK ANIOŁEK 9x13 CM,114.51,251.92,2026-02-03 01:37:54
6843/2,26,6843/2 OBRAZEK ANIOŁEK 9x11 CM,87.64,210.34,2026-02-03 01:37:54
6843/2X,46,6843/2X OBRAZEK ANIOŁEK 12x15 CM,120.36,264.79,2026-02-03 01:37:54
6844/2X,0,6844/2X OBRAZEK ANIOŁ NA KŁADCE 9x13 CM,114.51,251.92,2026-02-03 01:37:54
6844/2XCOL,35,6844/2XCOL OBRAZEK ANIOŁ NA KŁADCE 9x13   CM,122.69,269.92,2026-02-03 01:37:54
6844/3,0,6844/3 OBRAZEK ANIOŁ NA KŁADCE 13x18 CM,186.96,373.92,2026-02-03 01:37:54
6844/3COL,7,6844/3COL OBRAZEK ANIOŁ NA KŁADCE 13x18   CM,199.81,399.62,2026-02-03 01:37:54
6845/2,19,6845/2 OBRAZEK ŚW. RODZINA 9x11 CM,87.64,210.34,2026-02-03 01:37:54
6845/2COL,62,6845/2COL OBRAZEK ŚW. RODZINA 9x11 CM,93.48,224.35,2026-02-03 01:37:54
6845/2X,42,6845/2X OBRAZEK ŚW. RODZINA 12x14 CM,120.36,264.79,2026-02-03 01:37:54
6845/2XCOL,55,6845/2XCOL OBRAZEK ŚW. RODZINA 12x14 CM,129.70,285.34,2026-02-03 01:37:54
6845/3,5,6845/3 OBRAZEK ŚW. RODZINA 15x19 CM,177.61,355.22,2026-02-03 01:37:54
6845/3COL,37,6845/3COL OBRAZEK ŚW. RODZINA 15x19 CM,189.30,378.60,2026-02-03 01:37:54
6845/4,0,"6845/4 OBRAZEK ŚW. RODZINA 21x25,5 CM",303.81,546.86,2026-02-03 01:37:54
6845/4COL,24,"6845/4COL OBRAZEK ŚW. RODZINA 21x25,5 CM",324.84,584.71,2026-02-03 01:37:54
6845/5,3,"6845/5 OBRAZ ŚW. RODZINA 27x32,5 CM",448.70,807.66,2026-02-03 01:37:54
6845/5COL,14,"6845/5COL OBRAZ ŚW. RODZINA 27x32,5 CM",480.25,864.45,2026-02-03 01:37:54
6845/6,17,"6845/6 OBRAZ ŚW. RODZINA 34x42,5 CM",697.59,1255.66,2026-02-03 01:37:54
6845/6COL,17,"6845/6COL OBRAZ ŚW. RODZINA 34x42,5 CM",746.67,1344.01,2026-02-03 01:37:54
6849/2,166,6849/2 OBRAZEK PAMIĄTKA I KOMUNII ŚW.     8x8 CM,80.63,193.51,2026-02-03 01:37:54
6849/2COL,76,6849/2COL OBRAZEK PAMIĄTKA I KOMUNII ŚW.  8x8 CM,86.47,207.53,2026-02-03 01:37:54
6849/2X,131,6849/2X OBRAZEK PAMIĄTKA I KOMUNII ŚW.    12x12 CM,130.87,287.91,2026-02-03 01:37:54
6849/2XCOL,77,6849/2XCOL OBRAZEK PAMIĄTKA I KOMUNII     ŚW. 12x12 CM,140.22,308.48,2026-02-03 01:37:54
6849/3,84,6849/3 OBRAZEK PAMIĄTKA I KOMUNII ŚW.     16x16 CM,200.98,401.96,2026-02-03 01:37:54
6849/3COL,39,6849/3COL OBRAZEK PAMIĄTKA I KOMUNII ŚW.  16x16 CM,215.00,430.00,2026-02-03 01:37:54
6852/1A,107,6852/1A OBRAZEK PAMIĄTKA I KOMUNII ŚW.    6x7 CM,60.76,145.82,2026-02-03 01:37:54
6852/1ACOL,62,6852/1ACOL OBRAZEK PAMIĄTKA I KOMUNII     ŚW. 6x7 CM,64.27,154.25,2026-02-03 01:37:54
6852/1O,115,6852/1O OBRAZEK PAMIĄTKA I KOMUNII ŚW.    6x7 CM,60.76,145.82,2026-02-03 01:37:54
6852/1OCOL,65,6852/1OCOL OBRAZEK PAMIĄTKA I KOMUNII     ŚW. 6x7 CM,64.27,154.25,2026-02-03 01:37:54
6852/2A,191,6852/2A OBRAZEK PAMIĄTKA I KOMUNII ŚW.    9x11 CM,87.64,210.34,2026-02-03 01:37:54
6852/2ACOL,41,6852/2ACOL OBRAZEK PAMIĄTKA I KOMUNII     ŚW. 9x11 CM,93.48,224.35,2026-02-03 01:37:54
6852/2O,52,6852/2O OBRAZEK PAMIĄTKA I KOMUNII ŚW.    9x11 CM,87.64,210.34,2026-02-03 01:37:54
6852/2OCOL,50,6852/2OCOL OBRAZEK PAMIĄTKA I KOMUNII     ŚW. 9x11 CM,93.48,224.35,2026-02-03 01:37:54
6852/2XA,45,6852/2XA OBRAZEK PAMIĄTKA I KOMUNII ŚW.   12x14 CM,120.36,264.79,2026-02-03 01:37:54
6852/2XACOL,27,6852/2XACOL OBRAZEK PAMIĄTKA I KOMUNII    ŚW. 12x14 CM,129.70,285.34,2026-02-03 01:37:54
6852/2XO,37,6852/2XO OBRAZEK PAMIĄTKA I KOMUNII ŚW.   12x14 CM,120.36,264.79,2026-02-03 01:37:54
6852/2XOCOL,36,6852/2XOCOL OBRAZEK PAMIĄTKA I KOMUNII    ŚW. 12x14 CM,129.70,285.34,2026-02-03 01:37:54
6853/1,70,6853/1 OBRAZEK ANIOŁEK 7x7 CM,63.10,151.44,2026-02-03 01:37:54
6853/1COL,49,6853/1COL OBRAZEK ANIOŁEK 7x7 CM,66.60,159.84,2026-02-03 01:37:54
6853/2,49,6853/2 OBRAZEK ANIOŁEK 10x10 CM,87.64,210.34,2026-02-03 01:37:54
6853/2COL,61,6853/2COL OBRAZEK ANIOŁEK 10x10 CM,93.48,224.35,2026-02-03 01:37:54
6853/2X,43,6853/2X OBRAZEK ANIOŁEK 13x13 CM,123.86,272.49,2026-02-03 01:37:54
6853/2XCOL,52,6853/2XCOL OBRAZEK ANIOŁEK 13x13 CM,132.04,290.49,2026-02-03 01:37:54
6853/3,38,6853/3 OBRAZEK ANIOŁEK 16x16 CM,177.61,355.22,2026-02-03 01:37:54
6853/3COL,48,6853/3COL OBRAZEK ANIOŁEK 16x16 CM,190.47,380.94,2026-02-03 01:37:54
6854/1,90,6854/1 OBRAZEK ANIOŁEK 7x7 CM,63.10,151.44,2026-02-03 01:37:54
6854/1COL,38,6854/1COL OBRAZEK ANIOŁEK 7x7 CM,66.60,159.84,2026-02-03 01:37:54
6854/2,43,6854/2 OBRAZEK ANIOŁEK 10x10 CM,87.64,210.34,2026-02-03 01:37:54
6854/2COL,45,6854/2COL OBRAZEK ANIOŁEK 10x10 CM,93.48,224.35,2026-02-03 01:37:54
6854/2X,52,6854/2X OBRAZEK ANIOŁEK 13x13 CM,123.86,272.49,2026-02-03 01:37:54
6854/2XCOL,38,6854/2XCOL OBRAZEK ANIOŁEK 13x13 CM,132.04,290.49,2026-02-03 01:37:54
6854/3,53,6854/3 OBRAZEK ANIOŁEK 16x16 CM,177.61,355.22,2026-02-03 01:37:54
6854/3COL,38,6854/3COL OBRAZEK ANIOŁEK 16x16 CM,190.47,380.94,2026-02-03 01:37:54
6859/2,64,6859/2 OBRAZEK MODLĄCE SIĘ DZIECKO 6x9    CM,75.95,182.28,2026-02-03 01:37:54
6859/2COL,61,6859/2COL OBRAZEK MODLĄCE SIĘ DZIECKO     6x9 CM,80.63,193.51,2026-02-03 01:37:54
6859/2X,42,6859/2X OBRAZEK MODLĄCE SIĘ DZIECKO 8x12  CM,104.00,228.80,2026-02-03 01:37:54
6859/2XCOL,33,6859/2XCOL OBRAZEK MODLĄCE SIĘ DZIECKO    8x12 CM,112.18,246.80,2026-02-03 01:37:54
6859/3,9,6859/3 OBRAZEK MODLĄCE SIĘ DZIECKO 12x17  CM,164.76,329.52,2026-02-03 01:37:54
6859/3COL,33,6859/3COL OBRAZEK MODLĄCE SIĘ DZIECKO     12x17 CM,176.44,352.88,2026-02-03 01:37:54
80001/2LPLCOL,1,80001/2LPLCOL OBRAZEK JEZU UFAM TOBIE     7x9 CM,41.82,108.73,2026-02-03 01:37:54
80001/3LPLCOL,110,80001/3LPLCOL OBRAZEK JEZU UFAM TOBIE     9x13 CM,66.42,159.41,2026-02-03 01:37:54
80001/4LPL,2,80001/4LPL OBRAZEK JEZU UFAM TOBIE 13x18  CM,115.62,254.36,2026-02-03 01:37:54
80001/4LPLCOL,49,80001/4LPLCOL OBRAZEK JEZU UFAM TOBIE     13x18 CM,127.31,280.08,2026-02-03 01:37:54
81051/1L,48,81051/1L OBRAZEK MATKA BOŻA 9x11 CM,45.51,118.33,2026-02-03 01:37:54
81051/2L,12,"81051/2L OBRAZEK MATKA BOŻA 12x14,5 CM",67.04,160.90,2026-02-03 01:37:54
81093/1L,116,81093/1L OBRAZEK PAMIĄTKA I KOMUNII ŚW.   9x11 CM,36.41,94.67,2026-02-03 01:37:54
81093/1LCOL,95,81093/1LCOL OBRAZEK PAMIĄTKA I KOMUNII    ŚW. 9x11 CM,38.87,101.06,2026-02-03 01:37:54
81093/2L,212,"81093/2L OBRAZEK PAMIĄTKA I KOMUNII ŚW.   12x14,5 CM",53.63,128.71,2026-02-03 01:37:54
81093/2LCOL,147,"81093/2LCOL OBRAZEK PAMIĄTKA I KOMUNII    ŚW. 12x14,5 CM",57.56,138.14,2026-02-03 01:37:54
81094/1L,91,81094/1L OBRAZEK PAMIĄTKA I KOMUNII ŚW.   9x11 CM,36.41,94.67,2026-02-03 01:37:54
81094/1LCOL,75,81094/1LCOL OBRAZEK PAMIĄTKA I KOMUNII    ŚW. 9x11 CM,38.87,101.06,2026-02-03 01:37:54
81094/2L,190,"81094/2L OBRAZEK PAMIĄTKA I KOMUNII ŚW.   12x14,5 CM",53.63,128.71,2026-02-03 01:37:54
81094/2LCOL,152,"81094/2LCOL OBRAZEK PAMIĄTKA I KOMUNII    ŚW. 12x14,5 CM",57.56,138.14,2026-02-03 01:37:54
81122/0L,187,81122/0L OBRAZEK PAMIĄTKA I KOMUNII ŚW.   6x7 CM,31.98,83.15,2026-02-03 01:37:54
81122/0LCOL,361,81122/0LCOL OBRAZEK PAMIĄTKA I KOMUNII    ŚW. 6x7 CM,33.83,87.96,2026-02-03 01:37:54
81122/1L,0,81122/1L OBRAZEK PAMIĄTKA I KOMUNII ŚW.   9x11 CM,45.51,118.33,2026-02-03 01:37:54
81122/1LCOL,136,81122/1LCOL OBRAZEK PAMIĄTKA I KOMUNII    ŚW. 9x11 CM,48.59,126.33,2026-02-03 01:37:54
81122/2L,16,"81122/2L OBRAZEK PAMIĄTKA I KOMUNII ŚW.   12x14,5 CM",67.04,160.90,2026-02-03 01:37:54
81122/2LCOL,119,"81122/2LCOL OBRAZEK PAMIĄTKA I KOMUNII    ŚW. 12x14,5 CM",71.96,172.70,2026-02-03 01:37:54
81123/0L,144,81123/0L OBRAZEK PAMIĄTKA I KOMUNII ŚW.   6x7 CM,25.58,66.51,2026-02-03 01:37:54
81123/0LCOL,395,81123/0LCOL OBRAZEK PAMIĄTKA I KOMUNII    ŚW. 6x7 CM,27.06,70.36,2026-02-03 01:37:54
81123/1L,2,81123/1L OBRAZEK PAMIĄTKA I KOMUNII ŚW.   9x11 CM,36.41,94.67,2026-02-03 01:37:54
81123/1LCOL,195,81123/1LCOL OBRAZEK PAMIĄTKA I KOMUNII    ŚW. 9x11 CM,38.87,101.06,2026-02-03 01:37:54
81123/2L,2,"81123/2L OBRAZEK PAMIĄTKA I KOMUNII ŚW.   12x14,5 CM",53.63,128.71,2026-02-03 01:37:54
81123/2LCOL,165,"81123/2LCOL OBRAZEK PAMIĄTKA I KOMUNII    ŚW. 12x14,5 CM",57.56,138.14,2026-02-03 01:37:54
81124/0L,38,81124/0L OBRAZEK PAMIĄTKA I KOMUNII ŚW.   6x7 CM,31.98,83.15,2026-02-03 01:37:54
81124/0LCOL,395,81124/0LCOL OBRAZEK PAMIĄTKA I KOMUNII    ŚW. 6x7 CM,33.83,87.96,2026-02-03 01:37:54
81124/1L,0,81124/1L OBRAZEK PAMIĄTKA I KOMUNII ŚW.   9x11 CM,45.51,118.33,2026-02-03 01:37:54
81124/1LCOL,218,81124/1LCOL OBRAZEK PAMIĄTKA I KOMUNII    ŚW. 9x11 CM,48.59,126.33,2026-02-03 01:37:54
81124/2L,0,"81124/2L OBRAZEK PAMIĄTKA I KOMUNII ŚW.   12x14,5 CM",67.04,160.90,2026-02-03 01:37:54
81124/2LCOL,105,"81124/2LCOL OBRAZEK PAMIĄTKA I KOMUNII    ŚW. 12x14,5 CM",71.96,172.70,2026-02-03 01:37:54
81200/3L,219,81200/3L OBRAZEK ANIOŁEK 8x8 CM,42.44,110.34,2026-02-03 01:37:54
81200/4XL,0,81200/4XL OBRAZEK ANIOŁEK 18x18 CM,127.92,281.42,2026-02-03 01:37:54
81287/3L,444,"81287/3L OBRAZEK PAMIĄTKA I KOMUNII ŚW.  6,5x11 CM",45.51,118.33,2026-02-03 01:37:54
81287/3LPL,258,"81287/3LPL PANEL PAMIĄTKA I KOMUNII ŚW.  9x13,5 CM",48.59,126.33,2026-02-03 01:37:54
81287/3XL,0,81287/3XL OBRAZEK PAMIĄTKA I KOMUNII ŚW.  9x15 CM,65.81,157.94,2026-02-03 01:37:54
81287/4LPL,430,"81287/4LPL PANEL PAMIĄTKA I KOMUNII ŚW.  11,5x17,5 CM",71.96,172.70,2026-02-03 01:37:54
81287/4XL,0,81287/4XL OBRAZEK PAMIĄTKA I KOMUNII ŚW.  12x20 CM,106.40,234.08,2026-02-03 01:37:54
81288/3L,78,"81288/3L OBRAZEK ANIOŁEK 11x6,5 CM",45.51,118.33,2026-02-03 01:37:54
81288/3LPL,65,"81288/3LPL PANEL ANIOŁEK 13,5x9 CM",48.59,126.33,2026-02-03 01:37:54
81288/3XL,48,81288/3XL OBRAZEK ANIOŁEK 15x9 CM,65.81,157.94,2026-02-03 01:37:54
81288/4LPL,0,"81288/4LPL PANEL ANIOŁEK 17,5x11,5 CM",71.96,172.70,2026-02-03 01:37:54
81288/4XL,0,81288/4XL OBRAZEK ANIOŁEK 20x12 CM,106.40,234.08,2026-02-03 01:37:54
81295/2L,14,81295/2L OBRAZEK MATKA BOŻA 11x9 CM,46.13,119.94,2026-02-03 01:37:54
81295/3L,5,"81295/3L OBRAZEK MATKA BOŻA 15x12,5 CM",68.27,163.85,2026-02-03 01:37:54
81295/3LBICOL,0,"81295/3LBICOL OBRAZEK MATKA BOŻA  14,5x12,5 CM",81.18,194.83,2026-02-03 01:37:54
81298/2L,0,81298/2L OBRAZEK ANIOŁEK 11x8 CM,35.06,91.16,2026-02-03 01:37:54
81371/1LBI,33,"81371/1LBI OBRAZEK PAMIĄTKA I KOMUNII  ŚW. 7,5x6,5 CM",33.83,87.96,2026-02-03 01:37:54
81373/1LBI,1,"81373/1LBI OBRAZEK PAMIĄTKA ŚLUBU  7,5x6,5 CM",33.83,87.96,2026-02-03 01:37:54
81397/3L,121,"81397/3L OBRAZEK PAMIĄTKA I KOMUNII ŚW.   6,5x11 CM",36.41,94.67,2026-02-03 01:37:54
81397/3LCOL,108,"81397/3LCOL OBRAZEK PAMIĄTKA I KOMUNII    ŚW. 6,5x11 CM",38.87,101.06,2026-02-03 01:37:54
81397/3XL,180,81397/3XL OBRAZEK PAMIĄTKA I KOMUNII ŚW.  9x15 CM,52.64,126.34,2026-02-03 01:37:54
81397/3XLCOL,134,81397/3XLCOL OBRAZEK PAMIĄTKA I KOMUNII   ŚW. 9x15 CM,56.09,134.62,2026-02-03 01:37:54
81398/3L,93,"81398/3L OBRAZEK PAMIĄTKA I KOMUNII ŚW.   6,5x11 CM",36.41,94.67,2026-02-03 01:37:54
81398/3LCOL,92,"81398/3LCOL OBRAZEK PAMIĄTKA I KOMUNII    ŚW. 6,5x11 CM",38.87,101.06,2026-02-03 01:37:54
81398/3XL,177,81398/3XL OBRAZEK PAMIĄTKA I KOMUNII ŚW.  9x15 CM,52.64,126.34,2026-02-03 01:37:54
81398/3XLCOL,136,81398/3XLCOL OBRAZEK PAMIĄTKA I KOMUNII   ŚW. 9x15 CM,56.09,134.62,2026-02-03 01:37:54
82109/4LPL,407,"82109/4LPL PANEL ANIOŁEK 11,5x17,5 CM",71.96,172.70,2026-02-03 01:37:54
AE0800/2,45,AE0800/2 IKONA MATKA BOŻA KAZAŃSKA 10x12  cm,60.76,145.82,2026-02-03 01:37:54
AE0800/2D,27,AE0800/2D IKONA MATKA BOŻA KAZAŃSKA       10x12 cm,61.93,148.63,2026-02-03 01:37:54
AE0800/3,38,"AE0800/3 IKONA MATKA BOŻA KAZAŃSKA        13x16,5 cm",88.81,213.14,2026-02-03 01:37:54
AE0800/3D,23,"AE0800/3D IKONA MATKA BOŻA KAZAŃSKA       13x16,5 cm",93.48,224.35,2026-02-03 01:37:54
AE0800/4,26,"AE0800/4 IKONA MATKA BOŻA KAZAŃSKA        16,5x21,5 cm",122.69,269.92,2026-02-03 01:37:54
AE0800/4D,17,"AE0800/4D IKONA MATKA BOŻA KAZAŃSKA       16,5x21,5 cm",129.70,285.34,2026-02-03 01:37:54
AE0800/5,22,"AE0800/5 IKONA MATKA BOŻA KAZAŃSKA        21,5x28,5 cm",192.80,385.60,2026-02-03 01:37:54
AE0800/5D,14,"AE0800/5D IKONA MATKA BOŻA KAZAŃSKA       21,5x28,5 cm",200.98,401.96,2026-02-03 01:37:54
AE0800/6,6,"AE0800/6 IKONA MATKA BOŻA KAZAŃSKA        26,5x36,5 cm",272.26,490.07,2026-02-03 01:37:54
AE0800/6D,11,"AE0800/6D IKONA MATKA BOŻA KAZAŃSKA       26,5x36,5 cm",282.78,509.00,2026-02-03 01:37:54
AE0801/2,25,AE0801/2 IKONA ŚWIĘTA RODZINA 10x12 cm,60.76,145.82,2026-02-03 01:37:54
AE0801/2D,10,AE0801/2D IKONA ŚWIĘTA RODZINA 10x12 cm,61.93,148.63,2026-02-03 01:37:54
AE0801/3,12,"AE0801/3 IKONA ŚWIĘTA RODZINA 13x16,5 cm",88.81,213.14,2026-02-03 01:37:54
AE0801/3D,15,"AE0801/3D IKONA ŚWIĘTA RODZINA 13x16,5    cm",93.48,224.35,2026-02-03 01:37:54
AE0801/4,2,"AE0801/4 IKONA ŚWIĘTA RODZINA 16,5x21,5   cm",122.69,269.92,2026-02-03 01:37:54
AE0801/4D,0,"AE0801/4D IKONA ŚWIĘTA RODZINA 16,5x21,5  cm",129.70,285.34,2026-02-03 01:37:54
AE0801/5,0,"AE0801/5 IKONA ŚWIĘTA RODZINA 21,5x28,5   cm",192.80,385.60,2026-02-03 01:37:54
AE0801/6,4,"AE0801/6 IKONA ŚWIĘTA RODZINA 26,5x36,5   cm",272.26,490.07,2026-02-03 01:37:54
AE0801/6D,5,"AE0801/6D IKONA ŚWIĘTA RODZINA 26,5x36,5  cm",282.78,509.00,2026-02-03 01:37:54
AE0803/2,20,AE0803/2 IKONA JEZUS 10x12 cm,60.76,145.82,2026-02-03 01:37:54
AE0803/2D,12,AE0803/2D IKONA JEZUS 10x12 cm,61.93,148.63,2026-02-03 01:37:54
AE0803/3,14,"AE0803/3 IKONA JEZUS 13x16,5 cm",88.81,213.14,2026-02-03 01:37:54
AE0803/3D,14,"AE0803/3D IKONA JEZUS 13x16,5 cm",93.48,224.35,2026-02-03 01:37:54
AE0803/4,14,"AE0803/4 IKONA JEZUS 16,5x21,5 cm",122.69,269.92,2026-02-03 01:37:54
AE0803/4D,10,"AE0803/4D IKONA JEZUS 16,5x21,5 cm",129.70,285.34,2026-02-03 01:37:54
AE0803/5,19,"AE0803/5 IKONA JEZUS 21,5x28,5 cm",192.80,385.60,2026-02-03 01:37:54
AE0803/5D,8,"AE0803/5D IKONA JEZUS 21,5x28,5 cm",200.98,401.96,2026-02-03 01:37:54
AE0803/6,8,"AE0803/6 IKONA JEZUS 26,5x36,5 cm",272.26,490.07,2026-02-03 01:37:54
AE0803/6D,4,"AE0803/6D IKONA JEZUS 26,5x36,5 cm",282.78,509.00,2026-02-03 01:37:54
AE0806/2,15,AE0806/2 IKONA MATKA BOŻA NIEUSTAJĄCEJ    POMOCY 10x12 cm,60.76,145.82,2026-02-03 01:37:54
AE0806/2D,4,AE0806/2D IKONA MATKA BOŻA NIEUSTAJĄCEJ   POMOCY 10x12 cm,61.93,148.63,2026-02-03 01:37:54
AE0806/3,6,"AE0806/3 IKONA MATKA BOŻA NIEUSTAJĄCEJ    POMOCY 13x16,5 cm",88.81,213.14,2026-02-03 01:37:54
AE0806/3D,16,"AE0806/3D IKONA MATKA BOŻA NIEUSTAJĄCEJ   POMOCY 13x16,5 cm",93.48,224.35,2026-02-03 01:37:54
AE0806/4,0,"AE0806/4 IKONA MATKA BOŻA NIEUSTAJĄCEJ    POMOCY 16,5x21,5 cm",122.69,269.92,2026-02-03 01:37:54
AE0806/4D,5,"AE0806/4D IKONA MATKA BOŻA NIEUSTAJĄCEJ   POMOCY 16,5x21,5 cm",129.70,285.34,2026-02-03 01:37:54
AE0806/5,4,"AE0806/5 IKONA MATKA BOŻA NIEUSTAJĄCEJ    POMOCY 21,5x28,5 cm",192.80,385.60,2026-02-03 01:37:54
AE0806/5D,3,"AE0806/5D IKONA MATKA BOŻA NIEUSTAJĄCEJ   POMOCY 21,5x28,5 cm",200.98,401.96,2026-02-03 01:37:54
AE0806/6,7,"AE0806/6 IKONA MATKA BOŻA NIEUSTAJĄCEJ    POMOCY 26,5x36,5 cm",272.26,490.07,2026-02-03 01:37:54
AE0806/6D,3,"AE0806/6D IKONA MATKA BOŻA NIEUSTAJĄCEJ   POMOCY 26,5x36,5 cm",282.78,509.00,2026-02-03 01:37:54
AE0840/2,37,AE0840/2 IKONA MATKA BOŻA KAZAŃSKA 10x12  cm,63.10,151.44,2026-02-03 01:37:54
